h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds_v3,Hr,Fp,Cc,Ec,Od_v2,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,score_construction,score_protected,Ra,composite_v3,zone,demand_grade,is_hub_v3,hub_rank_v3,is_hub_v2
8930e1520afffff,37.4327,127.1565,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.65,0.5063,1.0,0.8,1.0,0.6,0.4381,0.0657,일반,D-낮음,0,0.0,0
8930e152593ffff,37.4556,127.1454,41131520,신흥2동,수정구,0.1425,0.2116,0.2118,0.074,0.0703,0.1228,0.0,1.0,0.928,1.0,0.8,1.0,0.6,0.5537,0.0831,일반,D-낮음,0,0.0,0
8930e1c8b93ffff,37.4678,127.128,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.7375,0.7995,1.0,0.8,1.0,0.6,0.521,0.0782,일반,C-보통,0,0.0,0
8930e02694fffff,37.3767,127.0915,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,1.0,1.0,0.8,0.65,0.6,0.5627,0.0844,로봇전용,C-보통,0,0.0,0
8930e1c9077ffff,37.4183,127.0453,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.5026,0.0754,일반,D-낮음,0,0.0,0
8930e026e33ffff,37.3722,127.0597,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5593,0.4919,Hybrid,C-보통,0,0.0,0
8930e15248bffff,37.4434,127.1286,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,0.9125,0.5005,1.0,0.8,1.0,0.6,0.6203,0.093,일반,D-낮음,0,0.0,0
8930e1c9ac3ffff,37.4045,127.086,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.3,0.8783,1.0,0.8,0.4,0.6,0.4593,0.0689,일반,D-낮음,0,0.0,0
8930e152e53ffff,37.4181,127.1815,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.9125,0.9691,1.0,0.8,1.0,0.6,0.4756,0.0713,일반,C-보통,0,0.0,0
8930e026eb7ffff,37.3796,127.0577,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5578,0.0837,로봇전용,C-보통,0,0.0,0
8930e153337ffff,37.3716,127.154,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.506,0.0759,일반,D-낮음,0,0.0,0
8930e0269d3ffff,37.3865,127.0819,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,0.9949,1.0,0.8,1.0,0.6,0.4698,0.0705,일반,C-보통,0,0.0,0
8930e1c8a8bffff,37.4556,127.1113,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.4756,0.0713,일반,E-부적합,0,0.0,0
8930e1cd67bffff,37.4599,127.1562,41131590,단대동,수정구,0.0914,0.204,0.0764,0.0417,0.0164,0.09,0.0,0.475,0.6435,1.0,0.8,1.0,0.6,0.5131,0.077,일반,E-부적합,0,0.0,0
8930e026847ffff,37.372,127.0728,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9486,1.0,0.8,1.0,0.6,0.4963,0.0744,일반,C-보통,0,0.0,0
8930e026d2bffff,37.395,127.0826,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.8852,1.0,0.8,1.0,0.6,0.4946,0.0742,일반,C-보통,0,0.0,0
8930e1c9937ffff,37.4356,127.1227,41131580,수진2동,수정구,0.1737,0.3194,0.1366,0.1151,0.068,0.1994,0.0,0.5625,0.8612,1.0,0.8,1.0,0.6,0.4951,0.0743,일반,D-낮음,0,0.0,0
8930e1c9e1bffff,37.4161,127.0739,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.4791,0.0719,일반,D-낮음,0,0.0,0
8930e152383ffff,37.4218,127.1635,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.8954,1.0,0.8,1.0,0.6,0.3904,0.0586,일반,C-보통,0,0.0,0
8930e15322fffff,37.3595,127.1372,41135540,수내3동,분당구,0.081,0.125,0.0845,0.0703,0.0217,0.0964,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5596,0.4919,Hybrid,E-부적합,0,0.0,0
8930e1c8e67ffff,37.4591,127.1063,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.7052,1.0,0.8,1.0,0.6,0.5238,0.0786,일반,E-부적합,0,0.0,0
8930e1534c3ffff,37.3924,127.1033,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.7375,0.9674,1.0,0.8,1.0,0.6,0.5619,0.0843,로봇전용,C-보통,0,0.0,0
8930e026c23ffff,37.3902,127.0639,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,0.9469,1.0,0.8,1.0,0.6,0.4099,0.0615,일반,C-보통,0,0.0,0
8930e1c934bffff,37.4,127.0542,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.549,0.0824,일반,C-보통,0,0.0,0
8930e1c982fffff,37.4234,127.1059,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.8115,1.0,0.8,0.4,0.6,0.4456,0.0668,일반,D-낮음,0,0.0,0
8930e1c9d13ffff,37.4463,127.0947,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5537,0.083,일반,E-부적합,0,0.0,0
8930e15227bffff,37.4005,127.1512,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.4342,0.0651,일반,C-보통,0,0.0,0
8930e152617ffff,37.423,127.1321,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9554,1.0,0.8,1.0,0.6,0.446,0.0669,일반,C-보통,0,0.0,0
8930e152c43ffff,37.4361,127.1857,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,0.9863,1.0,0.8,0.4,0.6,0.4172,0.0626,일반,A-최우선,0,0.0,0
8930e152133ffff,37.4375,127.1753,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.7652,1.0,0.8,0.4,0.6,0.43,0.0645,일반,A-최우선,0,0.0,0
8930e153127ffff,37.3897,127.1581,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.825,0.9589,1.0,0.8,1.0,0.6,0.5297,0.0795,일반,A-최우선,0,0.0,0
8930e024dc3ffff,37.3528,127.1,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,1.0,0.9383,1.0,0.8,0.65,0.6,0.4332,0.3138,Hybrid,C-보통,0,0.0,0
8930e15360bffff,37.3702,127.1093,41135545,정자동,분당구,0.1949,0.2174,0.2081,0.1436,0.0869,0.3521,0.0,0.3875,0.7943,1.0,0.8,0.3,0.6,0.767,0.115,일반,D-낮음,0,0.0,0
8930e026153ffff,37.3772,127.0314,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5709,0.4936,Hybrid,C-보통,0,0.0,0
8930e026b1bffff,37.3644,127.0879,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.976,1.0,0.8,0.65,0.6,0.554,0.0831,로봇전용,C-보통,0,0.0,0
8930e15041bffff,37.3947,127.1638,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5548,0.0832,로봇전용,A-최우선,0,0.0,0
8930e1c9c0bffff,37.4341,127.078,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,0.9125,0.9863,1.0,0.8,1.0,0.6,0.4911,0.0737,일반,D-낮음,0,0.0,0
8930e1c9bcbffff,37.4093,127.1047,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9777,1.0,0.8,0.4,0.6,0.4116,0.0617,일반,D-낮음,0,0.0,0
8930e152173ffff,37.4307,127.1721,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.9434,1.0,0.8,0.4,0.6,0.427,0.0641,일반,A-최우선,0,0.0,0
8930e152657ffff,37.4162,127.1289,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,0.9125,0.7806,1.0,0.8,1.0,0.6,0.6099,0.0915,로봇전용,B-높음,0,0.0,0
8930e024cbbffff,37.3513,127.0894,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9571,1.0,0.8,1.0,0.6,0.4379,0.4562,Hybrid,C-보통,0,0.0,0
8930e1c9203ffff,37.402,127.0387,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5536,0.083,로봇전용,C-보통,0,0.0,0
8930e153503ffff,37.4004,127.1302,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.825,0.8509,1.0,0.8,1.0,0.6,0.5607,0.0841,로봇전용,C-보통,0,0.0,0
8930e1c913bffff,37.4287,127.0645,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.5569,0.0835,일반,D-낮음,0,0.0,0
8930e026a13ffff,37.3596,127.0692,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.3929,0.4557,일반,C-보통,0,0.0,0
8930e026113ffff,37.384,127.0346,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5469,0.49,Hybrid,C-보통,0,0.0,0
8930e1c9b03ffff,37.4126,127.1129,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.892,1.0,0.8,0.4,0.6,0.4259,0.0639,일반,D-낮음,0,0.0,0
8930e15206bffff,37.4186,127.1553,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.9125,0.9589,1.0,0.8,1.0,0.6,0.4498,0.0675,일반,C-보통,0,0.0,0
8930e15254fffff,37.439,127.1518,41133525,중앙동,중원구,0.1068,0.2406,0.0874,0.0453,0.0165,0.112,0.0,0.9125,0.7755,1.0,0.8,1.0,0.6,0.5244,0.0787,일반,D-낮음,0,0.0,0
8930e1c8b4fffff,37.4512,127.1345,41131550,태평2동,수정구,0.1467,0.3504,0.076,0.057,0.0431,0.1592,0.0,0.825,0.7103,1.0,0.8,1.0,0.6,0.4772,0.0716,일반,D-낮음,0,0.0,0
8930e02690bffff,37.3824,127.092,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.8783,1.0,0.8,1.0,0.6,0.3877,0.0582,일반,D-낮음,0,0.0,0
8930e1535cbffff,37.3971,127.1221,41135610,이매2동,분당구,0.0422,0.0347,0.0328,0.045,0.0482,0.0551,0.0,0.9125,0.8629,1.0,0.8,1.0,0.6,0.6061,0.0909,일반,E-부적합,0,0.0,0
8930e1c9033ffff,37.4239,127.0457,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5517,0.0828,일반,D-낮음,0,0.0,0
8930e024d83ffff,37.3596,127.1032,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,0.5625,0.8852,1.0,0.8,0.65,0.6,0.4757,0.2034,Hybrid,C-보통,0,0.0,0
8930e152447ffff,37.4343,127.1331,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.65,0.5526,1.0,0.8,0.34,0.6,0.497,0.0746,일반,A-최우선,0,0.0,0
8930e152c03ffff,37.4429,127.1889,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5693,0.0854,로봇전용,A-최우선,0,0.0,0
8930e1c8a47ffff,37.4465,127.1157,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,E-부적합,0,0.0,0
8930e026803ffff,37.3776,127.0733,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.415,0.0622,일반,C-보통,0,0.0,0
8930e1c9dd7ffff,37.4469,127.0896,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5483,0.0822,일반,E-부적합,0,0.0,0
8930e15223bffff,37.4073,127.1544,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.9125,0.904,1.0,0.8,1.0,0.6,0.4877,0.0732,일반,C-보통,0,0.0,0
8930e0249a3ffff,37.3478,127.1284,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.65,0.9914,1.0,0.8,0.34,0.6,0.5452,0.1712,Hybrid,B-높음,0,0.0,0
8930e1536cfffff,37.3708,127.1041,41135550,정자1동,분당구,0.5904,0.5654,0.5316,0.5304,0.6184,0.7529,0.0,0.3,0.9297,1.0,0.8,1.0,0.6,0.5701,0.0855,로봇전용,A-최우선,0,0.0,0
8930e1c9307ffff,37.4107,127.0603,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9ccfffff,37.4348,127.0728,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.4266,0.064,일반,D-낮음,0,0.0,0
8930e152237ffff,37.4112,127.1573,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.9125,0.9743,1.0,0.8,1.0,0.6,0.5732,0.086,로봇전용,C-보통,0,0.0,0
8930e1535c7ffff,37.401,127.125,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,0.7375,0.8783,1.0,0.8,1.0,0.6,0.694,0.1041,일반,D-낮음,0,0.0,0
8930e1cd29bffff,37.4603,127.1641,41131610,양지동,수정구,0.0625,0.1412,0.0467,0.0414,0.0028,0.0603,0.0,0.475,0.7035,1.0,0.8,1.0,0.6,0.4536,0.068,일반,E-부적합,0,0.0,0
8930e02610fffff,37.3805,127.0395,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.408,드론전용,C-보통,0,0.0,0
8930e026ad7ffff,37.3603,127.064,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9811,1.0,0.8,1.0,0.6,0.3641,0.4549,일반,C-보통,0,0.0,0
8930e1c9bc7ffff,37.4132,127.1077,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.976,1.0,0.8,0.4,0.6,0.5,0.075,일반,D-낮음,0,0.0,0
8930e15212fffff,37.434,127.1803,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3875,0.7189,1.0,0.8,0.4,0.6,0.4447,0.0667,일반,A-최우선,0,0.0,0
8930e1c930bffff,37.4067,127.0574,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152613ffff,37.4219,127.1294,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9709,1.0,0.8,1.0,0.6,0.5843,0.0876,로봇전용,C-보통,0,0.0,0
8930e1cd677ffff,37.4638,127.1592,41131590,단대동,수정구,0.0914,0.204,0.0764,0.0417,0.0164,0.09,0.0,1.0,0.9314,1.0,0.8,1.0,0.6,0.4583,0.0687,일반,E-부적합,0,0.0,0
8930e0269cfffff,37.383,127.0868,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.9589,1.0,0.8,1.0,0.6,0.3899,0.0585,일반,D-낮음,0,0.0,0
8930e1c8943ffff,37.4727,127.1337,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.9125,0.7772,1.0,0.8,1.0,0.6,0.5293,0.0794,일반,B-높음,0,0.0,0
8930e026eb3ffff,37.3785,127.055,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e152027ffff,37.4292,127.1615,41133580,상대원2동,중원구,0.0667,0.0521,0.0607,0.0128,0.1067,0.1177,0.0,0.825,0.9589,1.0,0.8,0.4,0.6,0.351,0.0527,일반,E-부적합,0,0.0,0
8930e15250bffff,37.4447,127.1523,41131520,신흥2동,수정구,0.1425,0.2116,0.2118,0.074,0.0703,0.1228,0.0,0.3,0.9194,1.0,0.8,1.0,0.6,0.4054,0.0608,일반,D-낮음,0,0.0,0
8930e152ed3ffff,37.4244,127.1768,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.8714,1.0,0.8,1.0,0.6,0.4141,0.0621,일반,C-보통,0,0.0,0
8930e1533b7ffff,37.3779,127.1493,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9863,1.0,0.8,1.0,0.6,0.7255,0.1088,로봇전용,A-최우선,0,0.0,0
8930e1536d3ffff,37.3743,127.0992,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.9314,1.0,0.8,0.65,0.6,0.477,0.0716,일반,C-보통,0,0.0,0
8930e1c8b0bffff,37.4569,127.135,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.5625,0.9829,1.0,0.8,1.0,0.6,0.5205,0.0781,일반,C-보통,0,0.0,0
8930e0268c7ffff,37.3783,127.0681,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5613,0.0842,로봇전용,C-보통,0,0.0,0
8930e026dabffff,37.4013,127.0779,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9931,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e0249a7ffff,37.3489,127.1311,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,1.0,0.9983,1.0,0.8,0.34,0.6,0.5522,0.2213,Hybrid,B-높음,0,0.0,0
8930e1c99b7ffff,37.4419,127.118,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.9863,1.0,0.8,1.0,0.6,0.6307,0.0946,일반,E-부적합,0,0.0,0
8930e1c9e9bffff,37.4224,127.0692,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5502,0.0825,일반,D-낮음,0,0.0,0
8930e152403ffff,37.4399,127.1335,41131570,수진1동,수정구,0.1591,0.3612,0.0601,0.054,0.0457,0.2456,0.0,0.7375,0.5017,1.0,0.8,1.0,0.6,0.5651,0.0848,일반,D-낮음,0,0.0,0
8930e152343ffff,37.4088,127.165,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.5573,0.0836,로봇전용,C-보통,0,0.0,0
8930e1532afffff,37.3658,127.1325,41135540,수내3동,분당구,0.081,0.125,0.0845,0.0703,0.0217,0.0964,0.0,1.0,0.9212,1.0,0.8,1.0,0.6,0.5211,0.0782,일반,E-부적합,0,0.0,0
8930e1c8a03ffff,37.4521,127.1162,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,E-부적합,0,0.0,0
8930e026ca3ffff,37.3965,127.0592,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e1c93cbffff,37.4063,127.0495,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c98afffff,37.4297,127.1012,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.7943,1.0,0.8,1.0,0.6,0.514,0.0771,일반,D-낮음,0,0.0,0
8930e152cc3ffff,37.4425,127.181,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.8286,1.0,0.8,0.4,0.6,0.4864,0.073,일반,A-최우선,0,0.0,0
8930e1531a7ffff,37.396,127.1534,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5509,0.0826,로봇전용,A-최우선,0,0.0,0
8930e1c9ddbffff,37.443,127.0866,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5445,0.0817,일반,D-낮음,0,0.0,0
8930e15368bffff,37.3765,127.1046,41135550,정자1동,분당구,0.5904,0.5654,0.5316,0.5304,0.6184,0.7529,0.0,0.7375,0.928,1.0,0.8,1.0,0.6,0.5007,0.0751,일반,A-최우선,0,0.0,0
8930e026b9bffff,37.3707,127.0832,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,1.0,1.0,0.8,0.65,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e15049bffff,37.401,127.1591,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9503,1.0,0.8,1.0,0.6,0.4313,0.0647,일반,C-보통,0,0.0,0
8930e1c9c8bffff,37.4404,127.0733,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.5505,0.0826,일반,D-낮음,0,0.0,0
8930e1526d7ffff,37.4225,127.1242,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9709,1.0,0.8,1.0,0.6,0.5727,0.0859,로봇전용,C-보통,0,0.0,0
8930e026807ffff,37.3787,127.076,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9571,1.0,0.8,1.0,0.6,0.3772,0.0566,일반,C-보통,0,0.0,0
8930e024d3bffff,37.3526,127.1131,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,0.825,0.8526,1.0,0.8,0.65,0.6,0.5922,0.2754,Hybrid,C-보통,0,0.0,0
8930e1c8a4bffff,37.4426,127.1128,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,E-부적합,0,0.0,0
8930e153583ffff,37.4067,127.1255,41135630,야탑2동,분당구,0.1277,0.1182,0.0652,0.0929,0.0894,0.3241,0.0,0.9125,0.892,1.0,0.8,1.0,0.6,0.7478,0.1122,일반,D-낮음,0,0.0,0
8930e1cd257ffff,37.4512,127.1686,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.7375,0.5029,1.0,0.8,1.0,0.6,0.5803,0.087,로봇전용,C-보통,0,0.0,0
8930e026a93ffff,37.3659,127.0644,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.557,0.4901,Hybrid,C-보통,0,0.0,0
8930e1c9b83ffff,37.4189,127.1082,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.9125,0.8783,1.0,0.8,0.4,0.6,0.4347,0.0652,일반,D-낮음,0,0.0,0
8930e1525cfffff,37.4453,127.1471,41131530,신흥3동,수정구,0.1797,0.344,0.1023,0.1304,0.0388,0.2626,0.0,0.7375,0.5032,1.0,0.8,1.0,0.6,0.4956,0.0743,일반,D-낮음,0,0.0,0
8930e024c33ffff,37.3478,127.0943,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9726,1.0,0.8,1.0,0.6,0.4688,0.4671,Hybrid,C-보통,0,0.0,0
8930e15347bffff,37.3854,127.1132,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.9125,0.6897,1.0,0.8,1.0,0.6,0.6475,0.0971,로봇전용,C-보통,0,0.0,0
8930e1c8bcfffff,37.4575,127.1298,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,0.3,0.8663,1.0,0.8,1.0,0.6,0.5241,0.0786,일반,C-보통,0,0.0,0
8930e1cd633ffff,37.4695,127.1597,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.628,0.0942,로봇전용,B-높음,0,0.0,0
8930e152e13ffff,37.4248,127.1847,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4408,0.0661,일반,C-보통,0,0.0,0
8930e02698bffff,37.3887,127.0873,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.784,1.0,0.8,1.0,0.6,0.4629,0.0694,일반,D-낮음,0,0.0,0
